Page,OriginalDate,DaysSinceStart,Prompt
337,2008-03-24,14,Chug coffee with no regard for temperature.
338,2008-03-24,14,Get candy corn.
339,2008-03-24,14,Go check it out.
340,2008-03-25,15,Flip window upside-down and shake to retrieve phone.
341,2008-03-25,15,Next.
342,2008-03-25,15,Make lasso out of tape and pull phone back in.
343,2008-03-25,15,Cut to the chase and use cinderblock.
344,2008-03-25,15,Throw out window.
345,2008-03-25,15,Examine the mural for hidden clues.
346,2008-03-25,15,Look through them.
347,2008-03-25,15,Next.
348,2008-03-26,16,Poke curtain rod at note.
349,2008-03-26,16,Look through elf holes.
350,2008-03-26,16,Next.
351,2008-03-26,16,Take a look.
352,2008-03-28,18,REJOICE!
353,2008-03-28,18,Next.
354,2008-03-28,18,Try to get the Hutch bust's attention.
355,2008-03-30,20,Climb down the tape to retrieve your things.
356,2008-03-30,20,Activate the reel-to-reel.
357,2008-03-30,20,Give Ace piece of glass to cut rope.
358,2008-03-30,20,Slip glass through slot.
359,2008-03-30,20,Next.
360,2008-03-30,20,Check behind paper stuck to door for combo.
361,2008-03-30,20,Throw Hutch bust at it.
362,2008-03-30,20,Throw.
363,2008-03-30,20,Next.
364,2008-03-30,20,Next.
365,2008-03-30,20,Next.
366,2008-04-01,22,AD: Reach through window and move scaffolding out of the way
367,2008-04-01,22,"Ok, forget it then."
368,2008-04-01,22,AD: Pick up tommy gun.
369,2008-04-01,22,AD: Get the phone pieces sitting around.
370,2008-04-01,22,AD: Slip PS his phone parts.
371,2008-04-01,22,Next.
372,2008-04-01,22,AD: Look inside Huggy Bear statue for riches.
373,2008-04-01,22,Next.
374,2008-04-01,22,"PS: Climb halfway out window, then unplug window."
375,2008-04-01,22,"No wait, don't do that."
376,2008-04-02,23,PS: Check behind clown poster.
377,2008-04-02,23,AD: Pounce on keys before they disappear.
378,2008-04-02,23,"Ok, cool."
379,2008-04-02,23,PS: Go into dumbwaiter so you can receive an item.
380,2008-04-02,23,AD: Examine notes.
381,2008-04-02,23,AD: Use it to open safe.
382,2008-04-02,23,AD: Go look through pig painting to see what PS is up to.
383,2008-04-02,23,Unplug window.
384,2008-04-02,23,Look through holes.
385,2008-04-02,23,AUGH.
386,2008-04-04,25,AD: Throw Snoop Dogg through big window portal.
387,2008-04-04,25,Throw.
388,2008-04-04,25,AD: Examine the cruet next to the Snoop Dogg bust.
389,2008-04-04,25,AD: Examine rope.
390,2008-04-04,25,AD: Use tommygun on safe keyholes.
391,2008-04-04,25,Next.
392,2008-04-04,25,AD: Throw hammer through window.
393,2008-04-04,25,Next.
394,2008-04-05,26,AD: Get candy corn in preparation of your own vampire act.
395,2008-04-05,26,PS: Look through clown picture at Ace.
396,2008-04-05,26,AD: Candy corn vampire.
397,2008-04-05,26,Next.
398,2008-04-05,26,AD: Build fort.
399,2008-04-05,26,AD: See what you have stashed in the safe.
400,2008-04-06,27,AD: Throw fort out window.
401,2008-04-06,27,AD: Use bust stand as a step to access the safe.
402,2008-04-06,27,Go in.
403,2008-04-06,27,Go up dumbwaiter.
404,2008-04-06,27,Next.
405,2008-04-06,27,PS: Get phone parts and hook them up to your phone.
406,2008-04-07,28,AD: Exit dumbwaiter.
407,2008-04-07,28,Open door lock with tommygun.
408,2008-04-07,28,Pick up keys.
409,2008-04-07,28,AD: Use rope to escape office through window.
410,2008-04-07,28,Go down stairs.
411,2008-04-07,28,Next.
412,2008-04-07,28,Look in window.
413,2008-04-07,28,Next.
414,2008-04-07,28,Next.
415,2008-04-08,29,PS: Alert Pickle Inspector to turn on his window.
416,2008-04-08,29,PS: Drink whiskey and go into fort.
417,2008-04-08,29,AD: Address this beast situation.
418,2008-04-08,29,AD: Appease the beast by doing the truffle shuffle.
419,2008-04-08,29,"AD: No, wait, never mind."
420,2008-04-08,29,AD: Use your KEYS to kill the beast.
421,2008-04-08,29,AD: Get the fuck out of here!!!
422,2008-04-08,29,AD: Vomit up key.
423,2008-04-08,29,AD: Take a healthy swig of whiskey to restore some vim.
424,2008-04-08,29,AD: Go into fort.
425,2008-04-08,29,Next.
426,2008-04-09,30,AD: Pick up poorly drawn gun.
427,2008-04-09,30,AD: Head over to PI's place for imaginary mixer.
428,2008-04-09,30,AD: Knock furiously on the door.
429,2008-04-09,30,Look inside.
430,2008-04-09,30,Next.
431,2008-04-09,30,Follow him.
432,2008-04-09,30,PS: Send tape up with hammer and phone part.
433,2008-04-09,30,Next.
434,2008-04-09,30,... Next?
435,2008-04-10,31,PS: Get that dog-walking gentleman to help you out.
436,2008-04-10,31,AD: Use half-dead body as a bait for that monster.
437,2008-04-10,31,AD and PS: fire at will!
438,2008-04-10,31,AD: Get closer to the beast and fire.
439,2008-04-10,31,Next.
440,2008-04-10,31,Check on imaginary battle.
441,2008-04-10,31,Next.
442,2008-04-12,33,"PS: Plug window back in, examine loot tied to tape."
443,2008-04-12,33,PS: Put your phone back together.
444,2008-04-12,33,PS: Call PI with newly assembled phone.
445,2008-04-12,33,AD: Search through your vomit to find your key.
446,2008-04-12,33,AD: Check if the key works on the lock in the safe room.
447,2008-04-12,33,PS: Use hammer to pry boards off door in safe room.
448,2008-04-14,35,AD and PS: Examine rooms.
449,2008-04-14,35,Look around room.
450,2008-04-14,35,Pick up hairpin.
451,2008-04-14,35,"Ok, sweet."
452,2008-04-14,35,Next.
453,2008-04-20,41,PI: Take a look out hole in door.
454,2008-04-20,41,"PI: Replace the cover on the elf picture, it bothers you."
455,2008-04-20,41,PI: Eat Smarties to boost vim.
456,2008-04-20,41,PI: Become homoerotically interested in your fan.
457,2008-04-20,41,PI: Look at card.
458,2008-04-20,41,AH: Become homoerotically interested in your fan.
459,2008-04-20,41,"PS, AD, and PI: DANCE!"
460,2008-04-20,41,Next.
461,2008-04-20,41,Next.
462,2008-04-20,41,PI: Take a hearty swig from mysterious bottles.
463,2008-04-22,43,AD: Load keys and use on target on ceiling.
464,2008-04-22,43,"Ok, fire Tommy gun at target."
465,2008-04-22,43,CUT SCENE
466,2008-04-22,43,Next.
467,2008-04-22,43,Next.
468,2008-04-23,44,"PI: Break the glass in the door, dislodging the trombone"
469,2008-04-23,44,Next.
470,2008-04-23,44,PI: Ask the elf for wishes.
471,2008-04-23,44,PI: Leave.
472,2008-04-23,44,PI: Search room for drinking implement!
473,2008-04-23,44,PI: Look for a container to siphon the liquid into.
474,2008-04-23,44,PI: Siphon liquid.
475,2008-04-23,44,PI: Take sip of HOT SAUCE.
476,2008-04-23,44,PI: Add hairpin to inventory.
477,2008-04-23,44,Next.
478,2008-04-23,44,Next.
479,2008-04-23,44,Next.
480,2008-04-23,44,Next.
481,2008-04-24,45,PS: Examine plaques beneath pictures.
482,2008-04-24,45,PS: Play beethoven's 'moonlight sonata' on the piano.
483,2008-04-24,45,Next.
484,2008-04-24,45,PS: Go down the stairs; attempt to open door.
485,2008-04-24,45,AD: Go up the stairs; attempt to open door.
486,2008-04-24,45,Next.
487,2008-04-24,45,AD: Drink brandy and forget you are on fire.
488,2008-04-24,45,AD: MC Hammer slide out of the room.
489,2008-04-24,45,Next.
490,2008-04-24,45,PI: Add skylight to inventory.
491,2008-04-24,45,PI: Drink some illicit moonshin and rush to your fort.
492,2008-04-24,45,Next.
493,2008-04-26,47,"PS: Retrieve CLARINET, TRUMPET, and TUBA from secret room."
494,2008-04-26,47,PS: Use instruments on respective jazz legends.
495,2008-04-26,47,PS: Throw the switch.
496,2008-04-26,47,Next.
497,2008-04-26,47,PS: Tell dame on phone to call back; take slug of whiskey.
498,2008-04-26,47,PS: Enter fort.
499,2008-04-26,47,Next.
500,2008-04-26,47,Next.
501,2008-04-26,47,PS: Exit office.
502,2008-04-28,49,AD: Whisper to PI to rouse PS's curious suspicion.
503,2008-04-28,49,PS: Charge down hall shouting profanities and being silly.
504,2008-04-28,49,Next.
505,2008-04-28,49,PS: Ask PI to conjure more powerful guns.
506,2008-04-28,49,Next.
507,2008-04-28,49,Next.
508,2008-04-28,49,Next.
509,2008-05-08,59,"Pose as a team, because SHIT JUST GOT REAL."
510,2008-05-08,59,PI: Shoot Ace Dick in the face.
511,2008-05-08,59,All: Exit and begin candy-oriented assault!
512,2008-05-08,59,Next.
513,2008-05-08,59,PS: [BATTLE MENU]
514,2008-05-08,59,PI: [BATTLE MENU]
515,2008-05-08,59,AD: [BATTLE MENU]
516,2008-05-08,59,Reap spoils of battle.
517,2008-05-09,60,PS: Jump onto monster's legs.
518,2008-05-09,60,PS: Use legs like power armor and stroll around city.
519,2008-05-09,60,PI: Examine POLISHED HORN.
520,2008-05-09,60,PI: Get imaginary candy corn.
521,2008-05-09,60,PI: Conjure peanut brittle dumbwaiter.
522,2008-05-12,63,AD: Take dog from man.
523,2008-05-12,63,PS: Summon weasel king.
524,2008-05-12,63,"PI, AD: Go up dumbwaiter, into AD's window."
525,2008-05-14,65,PS: Use monster legs to jump up to compatriots.
526,2008-05-14,65,Next.
527,2008-05-14,65,Next.
528,2008-05-14,65,AD: One word--Belly of the Whale.
529,2008-05-14,65,Next.
530,2008-05-14,65,AD: truffle shuffle level 2!!
531,2008-05-14,65,Next.
532,2008-05-14,65,Next.
533,2008-05-14,65,PS: Investigate the window.
534,2008-05-14,65,Next.
535,2008-05-14,65,Next.
536,2008-05-15,66,PI: Imagine Jawbreaker Cannon.
537,2008-05-15,66,PI: Fire!
538,2008-05-15,66,PS: Use legs to imitate creature's mating dance.
539,2008-05-15,66,Next.
540,2008-05-16,67,BEAST: Put on hat.
541,2008-05-16,67,PI: Take horn.
542,2008-05-16,67,PI: Hurry upstairs!
543,2008-05-16,67,Next.
544,2008-05-16,67,Next.
545,2008-05-16,67,Next.
546,2008-05-16,67,Next.
547,2008-05-16,67,Next.
548,2008-05-16,67,Next.
549,2008-05-17,68,PI: Forget the degenerate gamblers and save the drowning elf
550,2008-05-17,68,PI: Stick hairpin in outlet
551,2008-05-17,68,PS: Go retrieve UNPLEASANT NOTE from dumbwaiter room.
552,2008-05-17,68,PS: Go look through mural holes.
553,2008-05-17,68,Next.
554,2008-05-17,68,Next.
555,2008-05-17,68,"PI: Dammit, this is no time for shenanigans! Stop the water!"
556,2008-05-17,68,PI: Join the elves.
557,2008-05-19,70,PI: Look underneath table.
558,2008-05-19,70,PI: Threaten elves with hairpin to make them cry.
559,2008-05-19,70,Next.
560,2008-05-19,70,PI: Collect elf tears.
561,2008-05-19,70,PI: Plug skylight into power outlet.
562,2008-05-19,70,Next.
563,2008-05-19,70,PS: Dial STAR-HEART-HORSESHOE on phone.
564,2008-05-19,70,PS: Take paper.
565,2008-05-19,70,PI: Go up chimney.
566,2008-05-19,70,Next.
567,2008-05-20,71,PI: Ride bust like a mechanical bull.
568,2008-05-20,71,PI: Remove oboe blocking doors at bottom of stairs.
569,2008-05-20,71,PI: Move the bust onto the X.
570,2008-05-20,71,PI: Go through double doors.
571,2008-05-20,71,AD: Collect deceased Pickle Inspector's items.
572,2008-05-20,71,"AD: Go out window, on to roof. Pick up hairpin."
573,2008-05-20,71,AD: Pass rope through skylight.
574,2008-05-20,71,PS: Go to piano; play Moonlight Sonata.
575,2008-05-20,71,Next.
576,2008-05-20,71,"AD, PS: Swap handgun and tommygun through slots."
577,2008-05-20,71,Next.
578,2008-05-20,71,"PI: Tie rope around bust and oboe, strung through pulleys."
579,2008-05-20,71,AD: Make candy corn liquor.
580,2008-05-20,71,PS: Fire tommy gun at target above piano.
581,2008-05-20,71,Next.
582,2008-05-20,71,AD: Check progess of candy corn fermentation.
583,2008-05-20,71,AD: Go out window and duck for cover.
584,2008-05-20,71,Next.
585,2008-05-20,71,AD: Ride still like a mechanical bull.
586,2008-05-20,71,"No, just stay put and see what happens."
587,2008-05-20,71,Next.
588,2008-05-20,71,Next.
589,2008-05-20,71,Next.
590,2008-05-20,71,CRACK.
591,2008-05-20,71,Next.
592,2008-05-21,72,AD: Drop handgun through skylight.
593,2008-05-21,72,AD: Drop your own skull through skylight.
594,2008-05-21,72,AD: Check on the candy corn liquor.
595,2008-05-21,72,PS: See if your office is ok after explosion.
596,2008-05-21,72,PS: Go upstairs.
597,2008-05-21,72,"PI: Go down chimney again, get more tears, and handgun."
598,2008-05-21,72,PI: Give some tears to PS.
599,2008-05-21,72,PI: Go get candy corn liquor.
600,2008-05-21,72,AD: Step outside office.
601,2008-06-04,86,AD: Leave the building!
602,2008-06-04,86,AD: Displace Trombone.
603,2008-06-04,86,PS: Sweet-talk your way in through doors.
604,2008-06-04,86,"PS, PI: Go in."
605,2008-06-05,87,PS: Carve surprised face in pumpkin and put it in sad recess
606,2008-06-05,87,"No, wait, that's stupid."
607,2008-06-05,87,PI: Retrieve skull from elf hideout.
608,2008-06-05,87,PS: [BATTLE MENU]
609,2008-06-05,87,PS: SLEUTH DIPLOMACY
610,2008-06-05,87,Next.
611,2008-06-05,87,Next.
612,2008-06-06,88,PI: Insert skull in groove.
613,2008-06-06,88,AD: Go grab Pickle Inspector's skull.
614,2008-06-06,88,AD: Use Trombone to breath underwater!
615,2008-06-06,88,PS: Summon Weasel King.
616,2008-06-06,88,Next.
617,2008-06-06,88,PS: [ALLEGIANCE MENU]
618,2008-06-07,89,PS: Press all the shoulder buttons and start + select.
619,2008-06-07,89,PS: Align thyself with the elves.
620,2008-06-08,90,PS: Use MOLLIFY to calm down the emissary.
621,2008-06-08,90,PI: Ogle the Emissary disconcertingly to calm him down.
622,2008-06-08,90,AD: Go through door's window and throw the switch.
623,2008-06-08,90,"PS: Ok, fine, align thyself with the weasels."
624,2008-06-08,90,Next.
625,2008-06-08,90,PS: Appoint PI as chosen savior of the weasels.
626,2008-06-08,90,Next.
627,2008-06-11,93,AD: Examine the map on the wall.
628,2008-06-11,93,AD: Check out monitors.
629,2008-06-11,93,AD: Check behind the door.
630,2008-06-11,93,AD: Open hatch in floor.
631,2008-06-11,93,Next.
632,2008-06-11,93,PI: Tower over weasels in brazen display of HEIGHT attribute
633,2008-06-11,93,Next.
634,2008-06-11,93,PS: Go down and see what the elves are up to.
635,2008-06-13,95,PS: Change allegiance to calm elves.
636,2008-06-13,95,PI: Look around.
637,2008-06-13,95,PI: Check it out.
638,2008-06-13,95,PS: Accept mission.
639,2008-06-13,95,Next.
640,2008-06-13,95,PS: Enter hatch.
641,2008-06-15,97,PI: Eat eggs.
642,2008-06-15,97,PI: Give weasels elf eggs.
643,2008-06-15,97,PS: Fall in a more hardboiled manner.
644,2008-06-15,97,AD: Go down to skylight and get game code.
645,2008-06-15,97,Next.
646,2008-06-15,97,Next.
647,2008-06-15,97,PS: Quit falling and land already!
648,2008-06-15,97,Next.
649,2008-06-16,98,PS: Politely ask the pair of hands for the pie.
650,2008-06-16,98,Next.
651,2008-06-16,98,PS: Abscond with the pie.
652,2008-06-16,98,AD: Go through window.
653,2008-06-16,98,Next.
654,2008-06-16,98,Next.
655,2008-06-16,98,Next.
656,2008-06-16,98,AD: Open control panel.
657,2008-06-16,98,PI: Politely accept reward for your heroics.
658,2008-06-16,98,PI: Enter spiderhole.
659,2008-06-18,100,PS: drop one (1) CANDY CORN to distract your pursuers.
660,2008-06-18,100,Next.
661,2008-06-18,100,Next.
662,2008-06-18,100,PI: Fall in a sillier manner.
663,2008-06-18,100,PS: Open wardrobe.
664,2008-06-18,100,PS: Enter wardrobe.
665,2008-06-18,100,Next.
666,2008-06-18,100,Next.
667,2008-06-19,101,HD: Quickly retrieve arms from drawer.
668,2008-06-19,101,HD: Hurl teddy bear at door to break it down.
669,2008-06-19,101,HD: Hurl pillow at door to break it down.
670,2008-06-19,101,HD: Check drawer for strapping fellas.
671,2008-06-19,101,HD: Search room for business card of hard boiled detective.
672,2008-06-19,101,Next.
673,2008-06-21,103,HD: Scream into pillow to lower hysteria meter.
674,2008-06-21,103,HD: Search room for missing phone parts.
675,2008-06-21,103,Next.
676,2008-06-21,103,AD: Enter code from sheet into code machine.
677,2008-06-21,103,Next.
678,2008-06-21,103,HD: Call the strapping sleuth fella one more time.
679,2008-06-21,103,Next.
680,2008-06-21,103,Next.
681,2008-06-21,103,AD: Push button.
682,2008-06-21,103,Next.
683,2008-06-22,104,HD: Grab the knife and let out terrifying battle cry.
684,2008-06-22,104,Next.
685,2008-06-22,104,PI: Ogle the cabinet open.
686,2008-06-22,104,PI: Open Cabinet
687,2008-06-22,104,AD: Put self on top of column and push button.
688,2008-06-22,104,"AD: Wait, no. Better idea..."
689,2008-06-22,104,AD: Prop window above column and push button.
690,2008-06-23,105,AD: turn off the window.
691,2008-06-23,105,Next.
692,2008-06-23,105,"AD: Strap on parachute, enter the acherontic hole."
693,2008-06-23,105,Next.
694,2008-06-23,105,HD: Sssssstab. Ssstab. Stab. Stab stab stab.
695,2008-06-23,105,HD: Look closer.
696,2008-06-23,105,HD: Open music box.
697,2008-06-23,105,Next.
698,2008-06-23,105,Next.
699,2008-06-23,105,Next.
700,2008-06-29,111,PS: Attempt to move weasel bust.
701,2008-06-29,111,Next.
702,2008-06-29,111,PI: Enter cabinet portal.
703,2008-06-29,111,PI: Blindly take large amounts of pills.
704,2008-06-29,111,Next.
705,2008-06-29,111,Next.
706,2008-06-29,111,Next.
707,2008-06-29,111,AD: Deploy parachute.
708,2008-07-02,114,AD: Establish superiority by punching nearest hog in snout.
709,2008-07-02,114,Next.
710,2008-07-02,114,NB: Retrieve the lipstick from the bed. Ominously.
711,2008-07-02,114,NB: Examine gazebo-ish model.
712,2008-07-02,114,NB: Close medicine cabinet.
713,2008-07-02,114,PS: Enter door.
714,2008-07-02,114,Next.
715,2008-07-05,117,PS: Check Score.
716,2008-07-05,117,NB: Apply make up.
717,2008-07-05,117,Next.
718,2008-07-05,117,Next.
719,2008-07-05,117,AD: Accept righteous mission.
720,2008-07-05,117,AD: Politely ask weasel to calm the fuck down.
721,2008-07-05,117,Next.
722,2008-07-05,117,PS: Go get pig poster from Ace Dick's office.
723,2008-07-05,117,PS: Go back up.
724,2008-07-07,119,NB: Examine mural in order to calm nerves.
725,2008-07-07,119,NB: Search room to make sure it contains no Fancy Santas.
726,2008-07-07,119,Next.
727,2008-07-07,119,NB: Pick up card next to phone.
728,2008-07-07,119,NB: Call the fella.
729,2008-07-07,119,Next.
730,2008-07-07,119,Next.
731,2008-07-07,119,AD: Return melons to pigs in manly fashion.
732,2008-07-07,119,Next.
733,2008-07-07,119,AD: Open buffet cabinet.
734,2008-07-07,119,PS: Decipher code using enigma machine.
735,2008-07-07,119,Next.
736,2008-07-07,119,"AD: Oh yeah, go through window."
737,2008-07-07,119,"AD: Quick, hop into storefront before beast disappears."
738,2008-07-07,119,Next.
739,2008-07-12,124,AD: Ignore the portal. There's victuals to be had.
740,2008-07-12,124,Next.
741,2008-07-12,124,Next.
742,2008-07-12,124,Next.
743,2008-07-12,124,Small AD: Look for exit from giant dame's apartment.
744,2008-07-12,124,Next.
745,2008-07-12,124,PS: Push buttons on the machine randomly!
746,2008-07-12,124,PS: Grab parachute and jump through upside-down window.
747,2008-07-13,125,PI: Go through weasel bust. Flip bird to elf bust on the way
748,2008-07-13,125,Next.
749,2008-07-13,125,PS: Make a pit stop at the sleazy brothel in the sky.
750,2008-07-13,125,Next.
751,2008-07-21,133,PI: Functions -> Ogle -> Paper -> Table
752,2008-07-21,133,PI: Use TALLNESS powers to press face in highest indentation
753,2008-07-21,133,Next.
754,2008-07-21,133,HD: Take the lipstick.
755,2008-07-21,133,"HD: Wield the lipstick in calm, casual manner."
756,2008-07-21,133,AD: Examine wig.
757,2008-07-21,133,AD: Take wig.
758,2008-07-21,133,PI: Build fort from couch cushions.
759,2008-07-21,133,PI: Drink candy corn liquor.
760,2008-07-21,133,PI: Enter fort.
761,2008-07-21,133,Next.
762,2008-07-21,133,Next.
763,2008-07-21,133,PS: Land already!
764,2008-07-21,133,Next.
765,2008-07-23,135,AD: Look out window.
766,2008-07-23,135,Next.
767,2008-07-23,135,Next.
768,2008-07-24,136,PI: Become overwhelmed by possibilities.
769,2008-07-24,136,PI: Combat Operandi -> Lv. 8 Pickle Replicsimile.
770,2008-07-24,136,Next.
771,2008-07-24,136,PI: Rip up buildings and throw at beast.
772,2008-07-24,136,"HD: While flipping out, CHAINSAW the lockbox."
773,2008-07-24,136,Next.
774,2008-07-24,136,PI: Let the beast swallow you and fight him from the inside.
775,2008-07-24,136,Next.
776,2008-07-24,136,PI: Ascend to Godhood!
777,2008-07-24,136,PI: Take the form of an even more loathsome beast.
778,2008-07-24,136,Next.
779,2008-07-24,136,Next.
780,2008-07-24,136,Next.
781,2008-07-25,137,MPI: Succumb to unfathomable bratwurst.
782,2008-07-25,137,PS: Refuse His Majesty and flip him the bird.
783,2008-07-25,137,PS: Accept new armor and weapon.
784,2008-07-25,137,Next.
785,2008-07-25,137,Next.
786,2008-07-25,137,Next.
787,2008-07-25,137,PS: [OPEN ALLEGIANCE MESH]
788,2008-07-28,140,PS: ctrl alt del
789,2008-07-28,140,PI: Conjure candy mecha.
790,2008-07-28,140,AD: Read business card.
791,2008-07-28,140,AD: Call number.
792,2008-07-28,140,Next.
793,2008-07-28,140,Next.
794,2008-07-30,142,AD: Walk through pig room.
795,2008-07-30,142,Next.
796,2008-07-30,142,PI: Charge and fiyer your lazer.
797,2008-07-30,142,Next.
798,2008-07-30,142,Next.
799,2008-07-30,142,NB: Use key.
800,2008-07-30,142,Next.
801,2008-07-30,142,Next.
802,2008-07-30,142,Next.
803,2008-07-30,142,Next.
804,2008-07-30,142,Next.
805,2008-07-30,142,Reap spoils of battle.
806,2008-07-30,142,AD: Inspect ferruginous horn.
807,2008-07-30,142,AD: Activate punch card machine.
808,2008-07-30,142,AD: Insert punch card into big computer.
809,2008-07-30,142,AD: Read printout.
810,2008-07-30,142,HD: Chainsaw your way out of your room.
811,2008-07-30,142,Next.
812,2008-07-30,142,PI: COMBAT OPERANDI -> ABSTRACTED THOUGHT
813,2008-07-30,142,Next.
814,2008-07-30,142,Next.
815,2008-07-30,142,MK: Go through clown door.
816,2008-08-13,156,"PS: AGH TOO DIFFICULT, go online and search for walkthrough"
817,2008-08-13,156,Next.
818,2008-08-13,156,PS: Open one of the walkthroughs.
819,2008-08-13,156,PS: Scroll down a ways.
820,2008-08-13,156,PS: Search for 'diplomacy'.
821,2008-08-13,156,PS: Keep searching...
822,2008-08-13,156,PS: Print cheat code.
823,2008-08-14,157,AD: Go downstairs and check out swimming pool.
824,2008-08-14,157,AD: Toss ferruginous horn into pool.
825,2008-08-14,157,Next.
826,2008-08-14,157,Other AD: Go down to street and grab horn.
